Artist,Primary Artist 1,Primary Artist 2,Primary Artist 3,Primary Artist 4,Primary Artist 5,Primary Artist 6,Primary Artist 7,Primary Artist 8,Secondary Artist 1,Secondary Artist 2,Secondary Artist 3,Secondary Artist 4,Secondary Artist 5,Secondary Artist 6,Secondary Artist 7,Secondary Artist 8,Secondary Artist 9,Highlight Red
George Michael & Queen,George Michael,Queen,,,,,,,,,,,,,,,,False
George Michael/Elton John,George Michael/Elton John,,,,,,,,,,,,,,,,,False
George Perkins & The Silver Stars,George Perkins & The Silver Stars,,,,,,,,,,,,,,,,,False
George Strait,George Strait,,,,,,,,,,,,,,,,,False
George Thorogood & The Destroyers,George Thorogood & The Destroyers,,,,,,,,,,,,,,,,,False
George Torrence & The Naturals,George Torrence & The Naturals,,,,,,,,,,,,,,,,,False
Georgia Gibbs,Georgia Gibbs,,,,,,,,,,,,,,,,,False
Georgie Fame,Georgie Fame,,,,,,,,,,,,,,,,,False
Georgie Fame And The Blue Flames,Georgie Fame And The Blue Flames,,,,,,,,,,,,,,,,,False
Georgie Young,Georgie Young,,,,,,,,,,,,,,,,,False
Georgio,Georgio,,,,,,,,,,,,,,,,,False
Gera MX + Christian Nodal,Gera MX,Christian Nodal,,,,,,,,,,,,,,,,False
Gerald Levert,Gerald Levert,,,,,,,,,,,,,,,,,False
"Gerald Levert & Eddie Levert, Sr.",Gerald Levert,Eddie Levert,Sr.,,,,,,,,,,,,,,,False
Gerald Levert (Duet With Eddie Levert),Gerald Levert (Duet With Eddie Levert),,,,,,,,,,,,,,,,,True
Gerard McMahon,Gerard McMahon,,,,,,,,,,,,,,,,,False
Gerardo,Gerardo,,,,,,,,,,,,,,,,,False
Gerry And The Pacemakers,Gerry And The Pacemakers,,,,,,,,,,,,,,,,,False
Gerry Granahan,Gerry Granahan,,,,,,,,,,,,,,,,,False
Gerry Rafferty,Gerry Rafferty,,,,,,,,,,,,,,,,,False
Gesaffelstein & The Weeknd,Gesaffelstein & The Weeknd,,,,,,,,,,,,,,,,,False
Get Wet,Get Wet,,,,,,,,,,,,,,,,,False
Geto Boys,Geto Boys,,,,,,,,,,,,,,,,,False
Geto Boys Featuring Flaj,Geto Boys,,,,,,,,Flaj,,,,,,,,,False
Ghost,Ghost,,,,,,,,,,,,,,,,,False
Ghost Town DJ's,Ghost Town DJ's,,,,,,,,,,,,,,,,,False
Ghostface Killah,Ghostface Killah,,,,,,,,,,,,,,,,,False
Ghostface Killah Featuring Ne-Yo,Ghostface Killah,,,,,,,,Ne-Yo,,,,,,,,,False
Giant,Giant,,,,,,,,,,,,,,,,,False
Giant Steps,Giant Steps,,,,,,,,,,,,,,,,,False
Gidea Park featuring Adrian Baker,Gidea Park,,,,,,,,Adrian Baker,,,,,,,,,False
Giggles,Giggles,,,,,,,,,,,,,,,,,False
Gigi D'Agostino,Gigi D'Agostino,,,,,,,,,,,,,,,,,False
Gigi Perez,Gigi Perez,,,,,,,,,,,,,,,,,False
Gilbert O'Sullivan,Gilbert O'Sullivan,,,,,,,,,,,,,,,,,False
Gillette,Gillette,,,,,,,,,,,,,,,,,False
Gin Blossoms,Gin Blossoms,,,,,,,,,,,,,,,,,False
Gina G,Gina G,,,,,,,,,,,,,,,,,False
Gina Go-Go,Gina Go-Go,,,,,,,,,,,,,,,,,False
Gina Thompson,Gina Thompson,,,,,,,,,,,,,,,,,False
Ginger Baker's Air Force,Ginger Baker's Air Force,,,,,,,,,,,,,,,,,False
Ginny Arnell,Ginny Arnell,,,,,,,,,,,,,,,,,False
Gino & Gina,Gino,Gina,,,,,,,,,,,,,,,,False
Gino Soccio,Gino Soccio,,,,,,,,,,,,,,,,,False
Gino Vannelli,Gino Vannelli,,,,,,,,,,,,,,,,,False
Ginuwine,Ginuwine,,,,,,,,,,,,,,,,,False
Ginuwine Featuring Baby,Ginuwine,,,,,,,,Baby,,,,,,,,,False
"Ginuwine, R.L., Tyrese, Case",Ginuwine,R.L.,Tyrese,Case,,,,,,,,,,,,,,False
Giorgio,Giorgio,,,,,,,,,,,,,,,,,False
Giorgio Moroder,Giorgio Moroder,,,,,,,,,,,,,,,,,False
Giorgio Moroder (Featuring Paul Engeman),Giorgio Moroder (Featuring Paul Engeman),,,,,,,,,,,,,,,,,True
Giuffria,Giuffria,,,,,,,,,,,,,,,,,False
Giveon,Giveon,,,,,,,,,,,,,,,,,False
Gladstone,Gladstone,,,,,,,,,,,,,,,,,False
Gladys Knight And The Pips,Gladys Knight And The Pips,,,,,,,,,,,,,,,,,False
Glass Animals,Glass Animals,,,,,,,,,,,,,,,,,False
Glass Moon,Glass Moon,,,,,,,,,,,,,,,,,False
Glass Tiger,Glass Tiger,,,,,,,,,,,,,,,,,False
Glee Cast,Glee Cast,,,,,,,,,,,,,,,,,False
Glee Cast Featuring 2Cellos,Glee Cast,,,,,,,,2Cellos,,,,,,,,,False
Glee Cast Featuring Gwyneth Paltrow,Glee Cast,,,,,,,,Gwyneth Paltrow,,,,,,,,,False
Glee Cast Featuring Idina Menzel,Glee Cast,,,,,,,,Idina Menzel,,,,,,,,,False
Glee Cast Featuring Jonathan Groff,Glee Cast,,,,,,,,Jonathan Groff,,,,,,,,,False
Glee Cast Featuring Kristin Chenoweth,Glee Cast,,,,,,,,Kristin Chenoweth,,,,,,,,,False
Glee Cast Featuring Neil Patrick Harris,Glee Cast,,,,,,,,Neil Patrick Harris,,,,,,,,,False
Glee Cast Featuring Olivia Newton-John,Glee Cast,,,,,,,,Olivia Newton-John,,,,,,,,,False
Glee Cast Featuring Ricky Martin,Glee Cast,,,,,,,,Ricky Martin,,,,,,,,,False
Glen Burtnick,Glen Burtnick,,,,,,,,,,,,,,,,,False
Glen Campbell,Glen Campbell,,,,,,,,,,,,,,,,,False
Glen Campbell & Bobbie Gentry,Glen Campbell,Bobbie Gentry,,,,,,,,,,,,,,,,False
Glen Campbell & Rita Coolidge,Glen Campbell,Rita Coolidge,,,,,,,,,,,,,,,,False
Glen Campbell/Anne Murray,Glen Campbell/Anne Murray,,,,,,,,,,,,,,,,,False
Glenn Frey,Glenn Frey,,,,,,,,,,,,,,,,,False
Glenn Jones,Glenn Jones,,,,,,,,,,,,,,,,,False
Glenn Lewis,Glenn Lewis,,,,,,,,,,,,,,,,,False
Glenn Medeiros,Glenn Medeiros,,,,,,,,,,,,,,,,,False
Glenn Medeiros (Featuring The Stylistics),Glenn Medeiros (Featuring The Stylistics),,,,,,,,,,,,,,,,,True
Glenn Medeiros Featuring Bobby Brown,Glenn Medeiros,,,,,,,,Bobby Brown,,,,,,,,,False
"Glenn Medeiros Featuring Ray Parker, Jr.",Glenn Medeiros,,,,,,,,Ray Parker,Jr.,,,,,,,,False
Glenn Shorrock,Glenn Shorrock,,,,,,,,,,,,,,,,,False
Glenn Sutton,Glenn Sutton,,,,,,,,,,,,,,,,,False
Glenn Yarbrough,Glenn Yarbrough,,,,,,,,,,,,,,,,,False
GloRilla,GloRilla,,,,,,,,,,,,,,,,,False
GloRilla & Cardi B,GloRilla,Cardi B,,,,,,,,,,,,,,,,False
GloRilla & Megan Thee Stallion,GloRilla,Megan Thee Stallion,,,,,,,,,,,,,,,,False
GloRilla & Sexyy Red,GloRilla,Sexyy Red,,,,,,,,,,,,,,,,False
GloRilla & T-Pain,GloRilla,T-Pain,,,,,,,,,,,,,,,,False
Gloria Estefan,Gloria Estefan,,,,,,,,,,,,,,,,,False
Gloria Estefan & Miami Sound Machine,Gloria Estefan,Miami Sound Machine,,,,,,,,,,,,,,,,False
Gloria Gaynor,Gloria Gaynor,,,,,,,,,,,,,,,,,False
Gloria Lynne,Gloria Lynne,,,,,,,,,,,,,,,,,False
Gloria Taylor,Gloria Taylor,,,,,,,,,,,,,,,,,False
Gloria Walker,Gloria Walker,,,,,,,,,,,,,,,,,False
Gloria Walker/Chevelles,Gloria Walker/Chevelles,,,,,,,,,,,,,,,,,False
Gloriana,Gloriana,,,,,,,,,,,,,,,,,False
Gnarls Barkley,Gnarls Barkley,,,,,,,,,,,,,,,,,False
Go West,Go West,,,,,,,,,,,,,,,,,False
Go-Go's,Go-Go's,,,,,,,,,,,,,,,,,False
Goanna,Goanna,,,,,,,,,,,,,,,,,False
Goddess,Goddess,,,,,,,,,,,,,,,,,False
Godley & Creme,Godley,Creme,,,,,,,,,,,,,,,,False
Godsmack,Godsmack,,,,,,,,,,,,,,,,,False
Godspell,Godspell,,,,,,,,,,,,,,,,,False
Gogi Grant,Gogi Grant,,,,,,,,,,,,,,,,,False
GoldLink Featuring Brent Faiyaz & Shy Glizzy,GoldLink,,,,,,,,Brent Faiyaz,Shy Glizzy,,,,,,,,False
Golden Earring,Golden Earring,,,,,,,,,,,,,,,,,False
Gonzalez,Gonzalez,,,,,,,,,,,,,,,,,False
Goo Goo Dolls,Goo Goo Dolls,,,,,,,,,,,,,,,,,False
Good 2 Go,Good 2 Go,,,,,,,,,,,,,,,,,False
Good Charlotte,Good Charlotte,,,,,,,,,,,,,,,,,False
Good Charlotte Featuring M. Shadows And Synyster Gates,Good Charlotte,,,,,,,,M. Shadows,Synyster Gates,,,,,,,,False
Good Neighbours,Good Neighbours,,,,,,,,,,,,,,,,,False
Good Question,Good Question,,,,,,,,,,,,,,,,,False
Goodfellaz,Goodfellaz,,,,,,,,,,,,,,,,,False
Goodie Mob,Goodie Mob,,,,,,,,,,,,,,,,,False
Goodie Mob Featuring Outkast,Goodie Mob,,,,,,,,Outkast,,,,,,,,,False
Goody Goody,Goody Goody,,,,,,,,,,,,,,,,,False
Googie Rene Combo,Googie Rene Combo,,,,,,,,,,,,,,,,,False
Goose Creek Symphony,Goose Creek Symphony,,,,,,,,,,,,,,,,,False
Gordon Lightfoot,Gordon Lightfoot,,,,,,,,,,,,,,,,,False
Gordon MacRae,Gordon MacRae,,,,,,,,,,,,,,,,,False
Gordon Sinclair,Gordon Sinclair,,,,,,,,,,,,,,,,,False
Gorilla Zoe,Gorilla Zoe,,,,,,,,,,,,,,,,,False
Gorilla Zoe Featuring Lil Jon,Gorilla Zoe,,,,,,,,Lil Jon,,,,,,,,,False
Gorillaz,Gorillaz,,,,,,,,,,,,,,,,,False
Gorillaz Featuring George Benson,Gorillaz,,,,,,,,George Benson,,,,,,,,,False
Gorillaz Featuring Shaun Ryder,Gorillaz,,,,,,,,Shaun Ryder,,,,,,,,,False
Gorky Park,Gorky Park,,,,,,,,,,,,,,,,,False
Gotye,Gotye,,,,,,,,,,,,,,,,,False
Gotye Featuring Kimbra,Gotye,,,,,,,,Kimbra,,,,,,,,,False
Grace Featuring G-Eazy,Grace,,,,,,,,G-Eazy,,,,,,,,,False
Grace Jones,Grace Jones,,,,,,,,,,,,,,,,,False
Grace Potter & The Nocturnals,Grace Potter & The Nocturnals,,,,,,,,,,,,,,,,,False
Grace Slick,Grace Slick,,,,,,,,,,,,,,,,,False
Gracie Abrams,Gracie Abrams,,,,,,,,,,,,,,,,,False
Gracie Abrams Featuring Taylor Swift,Gracie Abrams,,,,,,,,Taylor Swift,,,,,,,,,False
Graduates,Graduates,,,,,,,,,,,,,,,,,False
Graham Central Station,Graham Central Station,,,,,,,,,,,,,,,,,False
Graham Nash,Graham Nash,,,,,,,,,,,,,,,,,False
Graham Nash & David Crosby,Graham Nash,David Crosby,,,,,,,,,,,,,,,,False
Graham Parker,Graham Parker,,,,,,,,,,,,,,,,,False
Graham Parker & The Shot,Graham Parker & The Shot,,,,,,,,,,,,,,,,,False
Graham Parker And The Rumour,Graham Parker And The Rumour,,,,,,,,,,,,,,,,,False
Grand Canyon,Grand Canyon,,,,,,,,,,,,,,,,,False
Grand Funk,Grand Funk,,,,,,,,,,,,,,,,,False
Grand Funk Railroad,Grand Funk Railroad,,,,,,,,,,,,,,,,,False
Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,,,,,,,,,,,,,,,,,False
Grand Puba,Grand Puba,,,,,,,,,,,,,,,,,False
Grandmaster Flash,Grandmaster Flash,,,,,,,,,,,,,,,,,False
Grandmaster Slice,Grandmaster Slice,,,,,,,,,,,,,,,,,False
Granger Smith,Granger Smith,,,,,,,,,,,,,,,,,False
Grapefruit,Grapefruit,,,,,,,,,,,,,,,,,False
Grateful Dead,Grateful Dead,,,,,,,,,,,,,,,,,False
Gravediggaz,Gravediggaz,,,,,,,,,,,,,,,,,False
Gravity Kills,Gravity Kills,,,,,,,,,,,,,,,,,False
Grayson Hugh,Grayson Hugh,,,,,,,,,,,,,,,,,False
Grayson Hugh & Betty Wright,Grayson Hugh,Betty Wright,,,,,,,,,,,,,,,,False
Great White,Great White,,,,,,,,,,,,,,,,,False
Green Day,Green Day,,,,,,,,,,,,,,,,,False
Green Jelly,Green Jelly,,,,,,,,,,,,,,,,,False
Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh,Green Shoe Studio,,,,,,,,Jacob Colgan,Fred Stobaugh,,,,,,,,False
Greg Bates,Greg Bates,,,,,,,,,,,,,,,,,False
Greg Guidry,Greg Guidry,,,,,,,,,,,,,,,,,False
Greg Kihn,Greg Kihn,,,,,,,,,,,,,,,,,False
Greg Kihn Band,Greg Kihn Band,,,,,,,,,,,,,,,,,False
Greg Lake,Greg Lake,,,,,,,,,,,,,,,,,False
Gregg Allman,Gregg Allman,,,,,,,,,,,,,,,,,False
Gregory Abbott,Gregory Abbott,,,,,,,,,,,,,,,,,False
Gretchen Wilson,Gretchen Wilson,,,,,,,,,,,,,,,,,False
Grey & Hanks,Grey,Hanks,,,,,,,,,,,,,,,,False
Grin,Grin,,,,,,,,,,,,,,,,,False
Groove Theory,Groove Theory,,,,,,,,,,,,,,,,,False
Group Home,Group Home,,,,,,,,,,,,,,,,,False
Grouplove,Grouplove,,,,,,,,,,,,,,,,,False
"Grover Washington, Jr.",Grover Washington,Jr.,,,,,,,,,,,,,,,,False
"Grover Washington, Jr. With Bill Withers",Grover Washington,Jr.,Bill Withers,,,,,,,,,,,,,,,False
Grupo Firme,Grupo Firme,,,,,,,,,,,,,,,,,False
Grupo Frontera,Grupo Frontera,,,,,,,,,,,,,,,,,False
Grupo Frontera & Grupo Firme,Grupo Frontera,Grupo Firme,,,,,,,,,,,,,,,,False
Grupo Frontera X Bad Bunny,Grupo Frontera,Bad Bunny,,,,,,,,,,,,,,,,False
Grupo Marca Registrada X Grupo Frontera,Grupo Marca Registrada,Grupo Frontera,,,,,,,,,,,,,,,,False
Gucci Mane,Gucci Mane,,,,,,,,,,,,,,,,,False
Gucci Mane & Drake,Gucci Mane,Drake,,,,,,,,,,,,,,,,False
Gucci Mane & Kodak Black,Gucci Mane,Kodak Black,,,,,,,,,,,,,,,,False
Gucci Mane & Lil Baby,Gucci Mane,Lil Baby,,,,,,,,,,,,,,,,False
Gucci Mane & Nicki Minaj,Gucci Mane,Nicki Minaj,,,,,,,,,,,,,,,,False
Gucci Mane Featuring Drake,Gucci Mane,,,,,,,,Drake,,,,,,,,,False
Gucci Mane Featuring J. Cole & Mike WiLL Made-It,Gucci Mane,,,,,,,,J. Cole,Mike WiLL Made-It,,,,,,,,False
Gucci Mane Featuring Kanye West,Gucci Mane,,,,,,,,Kanye West,,,,,,,,,False
Gucci Mane Featuring Key Glock & Young Dolph,Gucci Mane,,,,,,,,Key Glock,Young Dolph,,,,,,,,False
Gucci Mane Featuring Kodak Black & London On Da Track,Gucci Mane,,,,,,,,Kodak Black,London On Da Track,,,,,,,,False
Gucci Mane Featuring Lil Durk,Gucci Mane,,,,,,,,Lil Durk,,,,,,,,,False
Gucci Mane Featuring Migos,Gucci Mane,,,,,,,,Migos,,,,,,,,,False
Gucci Mane Featuring Offset,Gucci Mane,,,,,,,,Offset,,,,,,,,,False
Gucci Mane Featuring Plies Or OJ Da Juiceman,Gucci Mane,,,,,,,,Plies Or OJ Da Juiceman,,,,,,,,,False
Gucci Mane Featuring Slim Jxmmi & Young Dolph,Gucci Mane,,,,,,,,Slim Jxmmi,Young Dolph,,,,,,,,False
Gucci Mane Featuring The Weeknd,Gucci Mane,,,,,,,,The Weeknd,,,,,,,,,False
Gucci Mane Featuring Usher,Gucci Mane,,,,,,,,Usher,,,,,,,,,False
Gucci Mane X Bruno Mars X Kodak Black,Gucci Mane,Bruno Mars,Kodak Black,,,,,,,,,,,,,,,False
Guerilla Black Featuring Mario Winans,Guerilla Black,,,,,,,,Mario Winans,,,,,,,,,False
Gunhill Road,Gunhill Road,,,,,,,,,,,,,,,,,False
Gunna,Gunna,,,,,,,,,,,,,,,,,False
Gunna & 21 Savage,Gunna,21 Savage,,,,,,,,,,,,,,,,False
Gunna & Chloe,Gunna,Chloe,,,,,,,,,,,,,,,,False
Gunna & Chris Brown Featuring Yung Bleu,Gunna,Chris Brown,,,,,,,Yung Bleu,,,,,,,,,False
Gunna & Future,Gunna,Future,,,,,,,,,,,,,,,,False
Gunna & Future Featuring Young Thug,Gunna,Future,,,,,,,Young Thug,,,,,,,,,False
Gunna Featuring Drake,Gunna,,,,,,,,Drake,,,,,,,,,False
Gunna Featuring G Herbo,Gunna,,,,,,,,G Herbo,,,,,,,,,False
Gunna Featuring Kodak Black,Gunna,,,,,,,,Kodak Black,,,,,,,,,False
Gunna Featuring Lil Baby,Gunna,,,,,,,,Lil Baby,,,,,,,,,False
Gunna Featuring Offset,Gunna,,,,,,,,Offset,,,,,,,,,False
Gunna Featuring Playboi Carti,Gunna,,,,,,,,Playboi Carti,,,,,,,,,False
Gunna Featuring Roddy Ricch,Gunna,,,,,,,,Roddy Ricch,,,,,,,,,False
Gunna Featuring Travis Scott,Gunna,,,,,,,,Travis Scott,,,,,,,,,False
Gunna Featuring Young Thug,Gunna,,,,,,,,Young Thug,,,,,,,,,False
Guns N' Roses,Guns N' Roses,,,,,,,,,,,,,,,,,False
Guy,Guy,,,,,,,,,,,,,,,,,False
Guy Drake,Guy Drake,,,,,,,,,,,,,,,,,False
Guy Marks,Guy Marks,,,,,,,,,,,,,,,,,False
Guy Mitchell,Guy Mitchell,,,,,,,,,,,,,,,,,False
Guys Next Door,Guys Next Door,,,,,,,,,,,,,,,,,False
Gwen Guthrie,Gwen Guthrie,,,,,,,,,,,,,,,,,False
Gwen McCrae,Gwen McCrae,,,,,,,,,,,,,,,,,False
Gwen Stefani,Gwen Stefani,,,,,,,,,,,,,,,,,False
Gwen Stefani Featuring Akon,Gwen Stefani,,,,,,,,Akon,,,,,,,,,False
Gwen Stefani Featuring Blake Shelton,Gwen Stefani,,,,,,,,Blake Shelton,,,,,,,,,False
Gwen Stefani Featuring Eve,Gwen Stefani,,,,,,,,Eve,,,,,,,,,False
Gwyneth Paltrow,Gwyneth Paltrow,,,,,,,,,,,,,,,,,False
Gym Class Heroes,Gym Class Heroes,,,,,,,,,,,,,,,,,False
Gym Class Heroes Featuring Adam Levine,Gym Class Heroes,,,,,,,,Adam Levine,,,,,,,,,False
Gym Class Heroes Featuring Neon Hitch,Gym Class Heroes,,,,,,,,Neon Hitch,,,,,,,,,False
Gym Class Heroes Featuring Patrick Stump,Gym Class Heroes,,,,,,,,Patrick Stump,,,,,,,,,False
Gym Class Heroes Featuring Ryan Tedder,Gym Class Heroes,,,,,,,,Ryan Tedder,,,,,,,,,False
Gym Class Heroes Featuring The-Dream,Gym Class Heroes,,,,,,,,The-Dream,,,,,,,,,False
Gypsy,Gypsy,,,,,,,,,,,,,,,,,False
Gyptian,Gyptian,,,,,,,,,,,,,,,,,False
Gyrl,Gyrl,,,,,,,,,,,,,,,,,False
H-Town,H-Town,,,,,,,,,,,,,,,,,False
H-Town/Al B. Sure!,H-Town/Al B. Sure!,,,,,,,,,,,,,,,,,False
H.B. Barnum,H.B. Barnum,,,,,,,,,,,,,,,,,False
H.E.R.,H.E.R.,,,,,,,,,,,,,,,,,False
H.E.R. Featuring Bryson Tiller,H.E.R.,,,,,,,,Bryson Tiller,,,,,,,,,False
H.E.R. Featuring Chris Brown,H.E.R.,,,,,,,,Chris Brown,,,,,,,,,False
H.E.R. Featuring YG,H.E.R.,,,,,,,,YG,,,,,,,,,False
HARDY,HARDY,,,,,,,,,,,,,,,,,False
HARDY Featuring Lainey Wilson,HARDY,,,,,,,,Lainey Wilson,,,,,,,,,False
HARDY Featuring Lauren Alaina & Devin Dawson,HARDY,,,,,,,,Lauren Alaina,Devin Dawson,,,,,,,,False
HARDY Featuring Morgan Wallen,HARDY,,,,,,,,Morgan Wallen,,,,,,,,,False
HIM,HIM,,,,,,,,,,,,,,,,,False
Haddaway,Haddaway,,,,,,,,,,,,,,,,,False
Hadouken!,Hadouken!,,,,,,,,,,,,,,,,,False
"Hagar, Schon, Aaronson, Shrieve",Hagar,Schon,Aaronson,Shrieve,,,,,,,,,,,,,,False
Hagood Hardy,Hagood Hardy,,,,,,,,,,,,,,,,,False
Hailee Steinfeld,Hailee Steinfeld,,,,,,,,,,,,,,,,,False
Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,Hailee Steinfeld,Alesso,,,,,,,Florida Georgia Line,Watt,,,,,,,,False
Hailee Steinfeld & Grey Featuring Zedd,Hailee Steinfeld,Grey,,,,,,,Zedd,,,,,,,,,False
Hailey Whitters,Hailey Whitters,,,,,,,,,,,,,,,,,False
Haircut One Hundred,Haircut One Hundred,,,,,,,,,,,,,,,,,False
Halsey,Halsey,,,,,,,,,,,,,,,,,False
Halsey Featuring Big Sean & Stefflon Don,Halsey,,,,,,,,Big Sean,Stefflon Don,,,,,,,,False
Halsey Featuring Lauren Jauregui,Halsey,,,,,,,,Lauren Jauregui,,,,,,,,,False
Hamilton Bohannon,Hamilton Bohannon,,,,,,,,,,,,,,,,,False
Hamilton Camp,Hamilton Camp,,,,,,,,,,,,,,,,,False
"Hamilton, Joe Frank & Dennison",Hamilton,Joe Frank,Dennison,,,,,,,,,,,,,,,False
"Hamilton, Joe Frank & Reynolds",Hamilton,Joe Frank,Reynolds,,,,,,,,,,,,,,,False
Hank Ballard,Hank Ballard,,,,,,,,,,,,,,,,,False
Hank Ballard And The Midnighters,Hank Ballard And The Midnighters,,,,,,,,,,,,,,,,,False
Hank Jacobs,Hank Jacobs,,,,,,,,,,,,,,,,,False
Hank Levine And Orchestra,Hank Levine,Orchestra,,,,,,,,,,,,,,,,False
Hank Locklin,Hank Locklin,,,,,,,,,,,,,,,,,False
Hank Snow,Hank Snow,,,,,,,,,,,,,,,,,False
Hank Thompson,Hank Thompson,,,,,,,,,,,,,,,,,False
Hank Williams Jr.,Hank Williams Jr.,,,,,,,,,,,,,,,,,False
Hank Wilson,Hank Wilson,,,,,,,,,,,,,,,,,False
Hannah Huston,Hannah Huston,,,,,,,,,,,,,,,,,False
Hannah Jones,Hannah Jones,,,,,,,,,,,,,,,,,False
Hannah Montana,Hannah Montana,,,,,,,,,,,,,,,,,False
Hannah Montana Featuring David Archuleta,Hannah Montana,,,,,,,,David Archuleta,,,,,,,,,False
Hannah Montana Featuring Iyaz,Hannah Montana,,,,,,,,Iyaz,,,,,,,,,False
Hanson,Hanson,,,,,,,,,,,,,,,,,False
Hanumankind X Kalmi,Hanumankind,Kalmi,,,,,,,,,,,,,,,,False
Happy Mondays,Happy Mondays,,,,,,,,,,,,,,,,,False
Harlow Wilcox and the Oakies,Harlow Wilcox and the Oakies,,,,,,,,,,,,,,,,,False
Harold Betters,Harold Betters,,,,,,,,,,,,,,,,,False
Harold Dorman,Harold Dorman,,,,,,,,,,,,,,,,,False
Harold Faltermeyer,Harold Faltermeyer,,,,,,,,,,,,,,,,,False
Harold Melvin And The Blue Notes,Harold Melvin And The Blue Notes,,,,,,,,,,,,,,,,,False
Harpers Bizarre,Harpers Bizarre,,,,,,,,,,,,,,,,,False
Harriet,Harriet,,,,,,,,,,,,,,,,,False
Harry Chapin,Harry Chapin,,,,,,,,,,,,,,,,,False
"Harry Connick, Jr.",Harry Connick,Jr.,,,,,,,,,,,,,,,,False
Harry Styles,Harry Styles,,,,,,,,,,,,,,,,,False
Harvey & The Moonglows,Harvey & The Moonglows,,,,,,,,,,,,,,,,,False
Harvey Scales,Harvey Scales,,,,,,,,,,,,,,,,,False
Havana Brown Featuring Pitbull,Havana Brown,,,,,,,,Pitbull,,,,,,,,,False
Hawks,Hawks,,,,,,,,,,,,,,,,,False
Hawkshaw Hawkins,Hawkshaw Hawkins,,,,,,,,,,,,,,,,,False
Hayley Mills,Hayley Mills,,,,,,,,,,,,,,,,,False
Hayley Mills and Hayley Mills,Hayley Mills,Hayley Mills,,,,,,,,,,,,,,,,False
Haysi Fantayzee,Haysi Fantayzee,,,,,,,,,,,,,,,,,False
Head East,Head East,,,,,,,,,,,,,,,,,False
Heart,Heart,,,,,,,,,,,,,,,,,False
Heartland,Heartland,,,,,,,,,,,,,,,,,False
Heartsfield,Heartsfield,,,,,,,,,,,,,,,,,False
Heather B.,Heather B.,,,,,,,,,,,,,,,,,False
Heather Headley,Heather Headley,,,,,,,,,,,,,,,,,False
Heatwave,Heatwave,,,,,,,,,,,,,,,,,False
Heaven 17,Heaven 17,,,,,,,,,,,,,,,,,False
Heaven Bound with Tony Scotti,Heaven Bound,Tony Scotti,,,,,,,,,,,,,,,,False
Heavy D & The Boyz,Heavy D & The Boyz,,,,,,,,,,,,,,,,,False
Hedgehoppers Anonymous,Hedgehoppers Anonymous,,,,,,,,,,,,,,,,,False
Heidi Newfield,Heidi Newfield,,,,,,,,,,,,,,,,,False
Helen Reddy,Helen Reddy,,,,,,,,,,,,,,,,,False
Helen Shapiro,Helen Shapiro,,,,,,,,,,,,,,,,,False
Helena Ferguson,Helena Ferguson,,,,,,,,,,,,,,,,,False
Hello People,Hello People,,,,,,,,,,,,,,,,,False
Hellogoodbye,Hellogoodbye,,,,,,,,,,,,,,,,,False
Heltah Skeltah And O.G.C. As The Fab 5,Heltah Skeltah,O.G.C. As The Fab 5,,,,,,,,,,,,,,,,False
Heltah Skeltah Featuring Starang Wondah Of O.G.C. & Doc Holiday,Heltah Skeltah,,,,,,,,Starang Wondah Of O.G.C.,Doc Holiday,,,,,,,,False
Henhouse Five Plus Too,Henhouse Five Plus Too,,,,,,,,,,,,,,,,,False
Henry Gross,Henry Gross,,,,,,,,,,,,,,,,,False
Henry Lee Summer,Henry Lee Summer,,,,,,,,,,,,,,,,,False
Henry Mancini,Henry Mancini,,,,,,,,,,,,,,,,,False
Henry Mancini And His Orchestra,Henry Mancini And His Orchestra,,,,,,,,,,,,,,,,,False
Henry Paul Band,Henry Paul Band,,,,,,,,,,,,,,,,,False
Henson Cargill,Henson Cargill,,,,,,,,,,,,,,,,,False
Herb Alpert,Herb Alpert,,,,,,,,,,,,,,,,,False
Herb Alpert & The Tijuana Brass,Herb Alpert & The Tijuana Brass,,,,,,,,,,,,,,,,,False
Herb Alpert And Tijuana Brass,Herb Alpert,Tijuana Brass,,,,,,,,,,,,,,,,False
Herb Alpert's Tijuana Brass,Herb Alpert's Tijuana Brass,,,,,,,,,,,,,,,,,False
Herb Lance & The Classics,Herb Lance & The Classics,,,,,,,,,,,,,,,,,False
Herbie Hancock,Herbie Hancock,,,,,,,,,,,,,,,,,False
Herbie Mann,Herbie Mann,,,,,,,,,,,,,,,,,False
Herman Brood,Herman Brood,,,,,,,,,,,,,,,,,False
Herman's Hermits,Herman's Hermits,,,,,,,,,,,,,,,,,False
Hev-D,Hev-D,,,,,,,,,,,,,,,,,False
Hey Violet,Hey Violet,,,,,,,,,,,,,,,,,False
Hi Tek 3 Featuring Ya Kid K,Hi Tek 3,,,,,,,,Ya Kid K,,,,,,,,,False
Hi-C,Hi-C,,,,,,,,,,,,,,,,,False
Hi-Five,Hi-Five,,,,,,,,,,,,,,,,,False
Hi-Town DJs,Hi-Town DJs,,,,,,,,,,,,,,,,,False
High Inergy,High Inergy,,,,,,,,,,,,,,,,,False
